task,profile,family,group,topology,mode,hidden,heads,head_dim,variant,base_rank,rank_multiplier,actual_M,unique_depth,executed_depth,total_parameters,trainable_parameters,backbone_parameters,router_parameters,batch_size,epochs,lr,mlp_ratio,unified_pos,ref,matrix_macs_B1
elasticity,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,temp,64,2,128,5,8,392145,392145,388817,3328,1,500,0.001,1,False,8,1067613696
elasticity,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,temp,64,2,128,5,8,389329,389329,388817,512,1,500,0.001,1,False,8,1067613696
elasticity,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,temp,64,2,128,6,8,459745,459745,459745,0,1,500,0.001,1,False,8,1067613696
elasticity,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,temp,64,2,128,6,8,462049,462049,459745,2304,1,500,0.001,1,False,8,1067613696
elasticity,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,temp,64,2,128,6,8,460257,460257,459745,512,1,500,0.001,1,False,8,1067613696
elasticity,transolver_matched,linearno,base_depth8,independent_L8,native_residual,128,8,16,temp,64,1,64,8,8,585217,585217,585217,0,1,500,0.001,1,False,8,812809728
elasticity,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,128,8,16,temp,64,1,64,5,8,378577,378577,378577,0,1,500,0.001,1,False,8,812809728
elasticity,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,temp,64,1,64,5,8,381905,381905,378577,3328,1,500,0.001,1,False,8,812809728
elasticity,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,temp,64,1,64,5,8,379089,379089,378577,512,1,500,0.001,1,False,8,812809728
elasticity,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,temp,64,1,64,6,8,447457,447457,447457,0,1,500,0.001,1,False,8,812809728
elasticity,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,temp,64,1,64,6,8,449761,449761,447457,2304,1,500,0.001,1,False,8,812809728
elasticity,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,temp,64,1,64,6,8,447969,447969,447457,512,1,500,0.001,1,False,8,812809728
elasticity,transolver_matched,linearno,base_depth8,independent_L8,native_residual,128,8,16,temp,64,2,128,8,8,601601,601601,601601,0,1,500,0.001,1,False,8,1067613696
elasticity,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,128,8,16,temp,64,2,128,5,8,388817,388817,388817,0,1,500,0.001,1,False,8,1067613696
elasticity,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,temp,64,2,128,5,8,392145,392145,388817,3328,1,500,0.001,1,False,8,1067613696
elasticity,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,temp,64,2,128,5,8,389329,389329,388817,512,1,500,0.001,1,False,8,1067613696
elasticity,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,temp,64,2,128,6,8,459745,459745,459745,0,1,500,0.001,1,False,8,1067613696
elasticity,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,temp,64,2,128,6,8,462049,462049,459745,2304,1,500,0.001,1,False,8,1067613696
elasticity,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,temp,64,2,128,6,8,460257,460257,459745,512,1,500,0.001,1,False,8,1067613696
elasticity,transolver_original,transolver,base_depth8,independent_L8,native_residual,128,8,16,Physics_Attention_Irregular_Mesh,64,1,64,8,8,713665,713665,713665,0,1,500,0.001,1,False,8,872119808
elasticity,transolver_original,transolver,base_depth8,independent_L8,native_residual,128,8,16,Physics_Attention_Irregular_Mesh,64,2,128,8,8,722369,722369,722369,0,1,500,0.001,1,False,8,1091534336
elasticity,transolver_original,transolver,depth_extension,independent_L16,native_residual,128,8,16,Physics_Attention_Irregular_Mesh,64,1,64,16,16,1393153,1393153,1393153,0,1,500,0.001,1,False,8,1711767040
elasticity,transolver_original,transolver,depth_extension,independent_L16,native_residual,128,8,16,Physics_Attention_Irregular_Mesh,64,2,128,16,16,1410561,1410561,1410561,0,1,500,0.001,1,False,8,2150596096
elasticity,transolver_original,transolver,depth_extension,independent_L24,native_residual,128,8,16,Physics_Attention_Irregular_Mesh,64,1,64,24,24,2072641,2072641,2072641,0,1,500,0.001,1,False,8,2551414272
elasticity,transolver_original,transolver,depth_extension,independent_L24,native_residual,128,8,16,Physics_Attention_Irregular_Mesh,64,2,128,24,24,2098753,2098753,2098753,0,1,500,0.001,1,False,8,3209657856
elasticity,transolver_original,transolver,depth_extension,independent_L32,native_residual,128,8,16,Physics_Attention_Irregular_Mesh,64,1,64,32,32,2752129,2752129,2752129,0,1,500,0.001,1,False,8,3391061504
elasticity,transolver_original,transolver,depth_extension,independent_L32,native_residual,128,8,16,Physics_Attention_Irregular_Mesh,64,2,128,32,32,2786945,2786945,2786945,0,1,500,0.001,1,False,8,4268719616
pipe,paper_table8_on_release_model,linearno,base_depth8,independent_L8,native_residual,128,8,16,conv_temp,64,1,64,8,8,1765889,1765889,1765889,0,4,500,0.001,1,False,8,33546125952
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,128,8,16,conv_temp,64,1,64,5,8,1116497,1116497,1116497,0,4,500,0.001,1,False,8,33546125952
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,conv_temp,64,1,64,5,8,1119825,1119825,1116497,3328,4,500,0.001,1,False,8,33546125952
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,conv_temp,64,1,64,5,8,1117009,1117009,1116497,512,4,500,0.001,1,False,8,33546125952
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,conv_temp,64,1,64,6,8,1332961,1332961,1332961,0,4,500,0.001,1,False,8,33546125952
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,conv_temp,64,1,64,6,8,1335265,1335265,1332961,2304,4,500,0.001,1,False,8,33546125952
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,conv_temp,64,1,64,6,8,1333473,1333473,1332961,512,4,500,0.001,1,False,8,33546125952
pipe,paper_table8_on_release_model,linearno,base_depth8,independent_L8,native_residual,128,8,16,conv_temp,64,2,128,8,8,1782273,1782273,1782273,0,4,500,0.001,1,False,8,37908464256
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,128,8,16,conv_temp,64,2,128,5,8,1126737,1126737,1126737,0,4,500,0.001,1,False,8,37908464256
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,conv_temp,64,2,128,5,8,1130065,1130065,1126737,3328,4,500,0.001,1,False,8,37908464256
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,conv_temp,64,2,128,5,8,1127249,1127249,1126737,512,4,500,0.001,1,False,8,37908464256
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,conv_temp,64,2,128,6,8,1345249,1345249,1345249,0,4,500,0.001,1,False,8,37908464256
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,conv_temp,64,2,128,6,8,1347553,1347553,1345249,2304,4,500,0.001,1,False,8,37908464256
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,conv_temp,64,2,128,6,8,1345761,1345761,1345249,512,4,500,0.001,1,False,8,37908464256
pipe,paper_table8_on_release_model,linearno,depth_extension,independent_L16,native_residual,128,8,16,conv_temp,64,1,64,16,16,3497601,3497601,3497601,0,4,500,0.001,1,False,8,66536309376
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,sr_1_over_r,128,8,16,conv_temp,64,1,64,9,16,1982353,1982353,1982353,0,4,500,0.001,1,False,8,66536309376
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,rb_attnres,128,8,16,conv_temp,64,1,64,9,16,1989777,1989777,1982353,7424,4,500,0.001,1,False,8,66536309376
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,lb_attnres_1_over_r,128,8,16,conv_temp,64,1,64,9,16,1982865,1982865,1982353,512,4,500,0.001,1,False,8,66536309376
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,sr_1_over_r,128,8,16,conv_temp,64,1,64,10,16,2198817,2198817,2198817,0,4,500,0.001,1,False,8,66536309376
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,rb_attnres,128,8,16,conv_temp,64,1,64,10,16,2205217,2205217,2198817,6400,4,500,0.001,1,False,8,66536309376
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,lb_attnres_1_over_r,128,8,16,conv_temp,64,1,64,10,16,2199329,2199329,2198817,512,4,500,0.001,1,False,8,66536309376
pipe,paper_table8_on_release_model,linearno,depth_extension,independent_L16,native_residual,128,8,16,conv_temp,64,2,128,16,16,3530369,3530369,3530369,0,4,500,0.001,1,False,8,75260985984
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,sr_1_over_r,128,8,16,conv_temp,64,2,128,9,16,2000785,2000785,2000785,0,4,500,0.001,1,False,8,75260985984
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,rb_attnres,128,8,16,conv_temp,64,2,128,9,16,2008209,2008209,2000785,7424,4,500,0.001,1,False,8,75260985984
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,lb_attnres_1_over_r,128,8,16,conv_temp,64,2,128,9,16,2001297,2001297,2000785,512,4,500,0.001,1,False,8,75260985984
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,sr_1_over_r,128,8,16,conv_temp,64,2,128,10,16,2219297,2219297,2219297,0,4,500,0.001,1,False,8,75260985984
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,rb_attnres,128,8,16,conv_temp,64,2,128,10,16,2225697,2225697,2219297,6400,4,500,0.001,1,False,8,75260985984
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,lb_attnres_1_over_r,128,8,16,conv_temp,64,2,128,10,16,2219809,2219809,2219297,512,4,500,0.001,1,False,8,75260985984
pipe,paper_table8_on_release_model,linearno,depth_extension,independent_L24,native_residual,128,8,16,conv_temp,64,1,64,24,24,5229313,5229313,5229313,0,4,500,0.001,1,False,8,99526492800
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,sr_1_over_r,128,8,16,conv_temp,64,1,64,13,24,2848209,2848209,2848209,0,4,500,0.001,1,False,8,99526492800
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,rb_attnres,128,8,16,conv_temp,64,1,64,13,24,2859729,2859729,2848209,11520,4,500,0.001,1,False,8,99526492800
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,lb_attnres_1_over_r,128,8,16,conv_temp,64,1,64,13,24,2848721,2848721,2848209,512,4,500,0.001,1,False,8,99526492800
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,sr_1_over_r,128,8,16,conv_temp,64,1,64,14,24,3064673,3064673,3064673,0,4,500,0.001,1,False,8,99526492800
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,rb_attnres,128,8,16,conv_temp,64,1,64,14,24,3075169,3075169,3064673,10496,4,500,0.001,1,False,8,99526492800
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,lb_attnres_1_over_r,128,8,16,conv_temp,64,1,64,14,24,3065185,3065185,3064673,512,4,500,0.001,1,False,8,99526492800
pipe,paper_table8_on_release_model,linearno,depth_extension,independent_L24,native_residual,128,8,16,conv_temp,64,2,128,24,24,5278465,5278465,5278465,0,4,500,0.001,1,False,8,112613507712
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,sr_1_over_r,128,8,16,conv_temp,64,2,128,13,24,2874833,2874833,2874833,0,4,500,0.001,1,False,8,112613507712
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,rb_attnres,128,8,16,conv_temp,64,2,128,13,24,2886353,2886353,2874833,11520,4,500,0.001,1,False,8,112613507712
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,lb_attnres_1_over_r,128,8,16,conv_temp,64,2,128,13,24,2875345,2875345,2874833,512,4,500,0.001,1,False,8,112613507712
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,sr_1_over_r,128,8,16,conv_temp,64,2,128,14,24,3093345,3093345,3093345,0,4,500,0.001,1,False,8,112613507712
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,rb_attnres,128,8,16,conv_temp,64,2,128,14,24,3103841,3103841,3093345,10496,4,500,0.001,1,False,8,112613507712
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,lb_attnres_1_over_r,128,8,16,conv_temp,64,2,128,14,24,3093857,3093857,3093345,512,4,500,0.001,1,False,8,112613507712
pipe,paper_table8_on_release_model,linearno,depth_extension,independent_L32,native_residual,128,8,16,conv_temp,64,1,64,32,32,6961025,6961025,6961025,0,4,500,0.001,1,False,8,132516676224
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,sr_1_over_r,128,8,16,conv_temp,64,1,64,17,32,3714065,3714065,3714065,0,4,500,0.001,1,False,8,132516676224
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,rb_attnres,128,8,16,conv_temp,64,1,64,17,32,3729681,3729681,3714065,15616,4,500,0.001,1,False,8,132516676224
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,lb_attnres_1_over_r,128,8,16,conv_temp,64,1,64,17,32,3714577,3714577,3714065,512,4,500,0.001,1,False,8,132516676224
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,sr_1_over_r,128,8,16,conv_temp,64,1,64,18,32,3930529,3930529,3930529,0,4,500,0.001,1,False,8,132516676224
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,rb_attnres,128,8,16,conv_temp,64,1,64,18,32,3945121,3945121,3930529,14592,4,500,0.001,1,False,8,132516676224
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,lb_attnres_1_over_r,128,8,16,conv_temp,64,1,64,18,32,3931041,3931041,3930529,512,4,500,0.001,1,False,8,132516676224
pipe,paper_table8_on_release_model,linearno,depth_extension,independent_L32,native_residual,128,8,16,conv_temp,64,2,128,32,32,7026561,7026561,7026561,0,4,500,0.001,1,False,8,149966029440
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,sr_1_over_r,128,8,16,conv_temp,64,2,128,17,32,3748881,3748881,3748881,0,4,500,0.001,1,False,8,149966029440
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,rb_attnres,128,8,16,conv_temp,64,2,128,17,32,3764497,3764497,3748881,15616,4,500,0.001,1,False,8,149966029440
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,lb_attnres_1_over_r,128,8,16,conv_temp,64,2,128,17,32,3749393,3749393,3748881,512,4,500,0.001,1,False,8,149966029440
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,sr_1_over_r,128,8,16,conv_temp,64,2,128,18,32,3967393,3967393,3967393,0,4,500,0.001,1,False,8,149966029440
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,rb_attnres,128,8,16,conv_temp,64,2,128,18,32,3981985,3981985,3967393,14592,4,500,0.001,1,False,8,149966029440
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,lb_attnres_1_over_r,128,8,16,conv_temp,64,2,128,18,32,3967905,3967905,3967393,512,4,500,0.001,1,False,8,149966029440
pipe,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,sr_1_over_r,128,8,16,conv_temp,64,1,64,3,7,683569,683569,683569,0,4,500,0.001,1,False,8,29422353024
pipe,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,rb_attnres,128,8,16,conv_temp,64,1,64,3,7,686897,686897,683569,3328,4,500,0.001,1,False,8,29422353024
pipe,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,lb_attnres_1_over_r,128,8,16,conv_temp,64,1,64,3,7,684337,684337,683569,768,4,500,0.001,1,False,8,29422353024
pipe,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,sr_1_over_r,128,8,16,conv_temp,64,2,128,3,7,689713,689713,689713,0,4,500,0.001,1,False,8,33239399040
pipe,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,rb_attnres,128,8,16,conv_temp,64,2,128,3,7,693041,693041,689713,3328,4,500,0.001,1,False,8,33239399040
pipe,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,lb_attnres_1_over_r,128,8,16,conv_temp,64,2,128,3,7,690481,690481,689713,768,4,500,0.001,1,False,8,33239399040
pipe,official_release,linearno,base_depth8,independent_L8,native_residual,128,8,16,conv_temp,64,1,64,8,8,1765889,1765889,1765889,0,4,500,0.001,1,False,8,33546125952
pipe,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,128,8,16,conv_temp,64,1,64,5,8,1116497,1116497,1116497,0,4,500,0.001,1,False,8,33546125952
pipe,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,conv_temp,64,1,64,5,8,1119825,1119825,1116497,3328,4,500,0.001,1,False,8,33546125952
pipe,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,conv_temp,64,1,64,5,8,1117009,1117009,1116497,512,4,500,0.001,1,False,8,33546125952
pipe,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,conv_temp,64,1,64,6,8,1332961,1332961,1332961,0,4,500,0.001,1,False,8,33546125952
pipe,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,conv_temp,64,1,64,6,8,1335265,1335265,1332961,2304,4,500,0.001,1,False,8,33546125952
pipe,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,conv_temp,64,1,64,6,8,1333473,1333473,1332961,512,4,500,0.001,1,False,8,33546125952
pipe,official_release,linearno,base_depth8,independent_L8,native_residual,128,8,16,conv_temp,64,2,128,8,8,1782273,1782273,1782273,0,4,500,0.001,1,False,8,37908464256
pipe,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,128,8,16,conv_temp,64,2,128,5,8,1126737,1126737,1126737,0,4,500,0.001,1,False,8,37908464256
pipe,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,conv_temp,64,2,128,5,8,1130065,1130065,1126737,3328,4,500,0.001,1,False,8,37908464256
pipe,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,conv_temp,64,2,128,5,8,1127249,1127249,1126737,512,4,500,0.001,1,False,8,37908464256
pipe,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,conv_temp,64,2,128,6,8,1345249,1345249,1345249,0,4,500,0.001,1,False,8,37908464256
pipe,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,conv_temp,64,2,128,6,8,1347553,1347553,1345249,2304,4,500,0.001,1,False,8,37908464256
pipe,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,conv_temp,64,2,128,6,8,1345761,1345761,1345249,512,4,500,0.001,1,False,8,37908464256
pipe,transolver_matched,linearno,base_depth8,independent_L8,native_residual,128,8,16,conv_temp,64,1,64,8,8,2029057,2029057,2029057,0,8,500,0.001,2,False,8,37908464256
pipe,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,128,8,16,conv_temp,64,1,64,5,8,1280977,1280977,1280977,0,8,500,0.001,2,False,8,37908464256
pipe,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,conv_temp,64,1,64,5,8,1284305,1284305,1280977,3328,8,500,0.001,2,False,8,37908464256
pipe,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,conv_temp,64,1,64,5,8,1281489,1281489,1280977,512,8,500,0.001,2,False,8,37908464256
pipe,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,conv_temp,64,1,64,6,8,1530337,1530337,1530337,0,8,500,0.001,2,False,8,37908464256
pipe,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,conv_temp,64,1,64,6,8,1532641,1532641,1530337,2304,8,500,0.001,2,False,8,37908464256
pipe,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,conv_temp,64,1,64,6,8,1530849,1530849,1530337,512,8,500,0.001,2,False,8,37908464256
pipe,transolver_matched,linearno,base_depth8,independent_L8,native_residual,128,8,16,conv_temp,64,2,128,8,8,2045441,2045441,2045441,0,8,500,0.001,2,False,8,42270802560
pipe,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,128,8,16,conv_temp,64,2,128,5,8,1291217,1291217,1291217,0,8,500,0.001,2,False,8,42270802560
pipe,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,conv_temp,64,2,128,5,8,1294545,1294545,1291217,3328,8,500,0.001,2,False,8,42270802560
pipe,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,conv_temp,64,2,128,5,8,1291729,1291729,1291217,512,8,500,0.001,2,False,8,42270802560
pipe,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,conv_temp,64,2,128,6,8,1542625,1542625,1542625,0,8,500,0.001,2,False,8,42270802560
pipe,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,conv_temp,64,2,128,6,8,1544929,1544929,1542625,2304,8,500,0.001,2,False,8,42270802560
pipe,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,conv_temp,64,2,128,6,8,1543137,1543137,1542625,512,8,500,0.001,2,False,8,42270802560
pipe,transolver_original,transolver,base_depth8,independent_L8,native_residual,128,8,16,Physics_Attention_Structured_Mesh_2D,64,1,64,8,8,3073985,3073985,3073985,0,8,500,0.001,2,False,8,54006121088
pipe,transolver_original,transolver,base_depth8,independent_L8,native_residual,128,8,16,Physics_Attention_Structured_Mesh_2D,64,2,128,8,8,3082689,3082689,3082689,0,8,500,0.001,2,False,8,57306186368
pipe,transolver_original,transolver,depth_extension,independent_L16,native_residual,128,8,16,Physics_Attention_Structured_Mesh_2D,64,1,64,16,16,6113793,6113793,6113793,0,8,500,0.001,2,False,8,107456299648
pipe,transolver_original,transolver,depth_extension,independent_L16,native_residual,128,8,16,Physics_Attention_Structured_Mesh_2D,64,2,128,16,16,6131201,6131201,6131201,0,8,500,0.001,2,False,8,114056430208
pipe,transolver_original,transolver,depth_extension,independent_L24,native_residual,128,8,16,Physics_Attention_Structured_Mesh_2D,64,1,64,24,24,9153601,9153601,9153601,0,8,500,0.001,2,False,8,160906478208
pipe,transolver_original,transolver,depth_extension,independent_L24,native_residual,128,8,16,Physics_Attention_Structured_Mesh_2D,64,2,128,24,24,9179713,9179713,9179713,0,8,500,0.001,2,False,8,170806674048
pipe,transolver_original,transolver,depth_extension,independent_L32,native_residual,128,8,16,Physics_Attention_Structured_Mesh_2D,64,1,64,32,32,12193409,12193409,12193409,0,8,500,0.001,2,False,8,214356656768
pipe,transolver_original,transolver,depth_extension,independent_L32,native_residual,128,8,16,Physics_Attention_Structured_Mesh_2D,64,2,128,32,32,12228225,12228225,12228225,0,8,500,0.001,2,False,8,227556917888
ns,paper_table8_on_release_model,linearno,base_depth8,independent_L8,native_residual,256,8,32,plain,32,1,32,8,8,3377921,3377921,3377921,0,2,500,0.001,2,True,10,14995685376
ns,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,256,8,32,plain,32,1,32,5,8,2182145,2182145,2182145,0,2,500,0.001,2,True,10,14995685376
ns,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,256,8,32,plain,32,1,32,5,8,2188801,2188801,2182145,6656,2,500,0.001,2,True,10,14995685376
ns,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,256,8,32,plain,32,1,32,5,8,2183169,2183169,2182145,1024,2,500,0.001,2,True,10,14995685376
ns,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,256,8,32,plain,32,1,32,6,8,2580737,2580737,2580737,0,2,500,0.001,2,True,10,14995685376
ns,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,256,8,32,plain,32,1,32,6,8,2585345,2585345,2580737,4608,2,500,0.001,2,True,10,14995685376
ns,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,256,8,32,plain,32,1,32,6,8,2581761,2581761,2580737,1024,2,500,0.001,2,True,10,14995685376
ns,paper_table8_on_release_model,linearno,base_depth8,independent_L8,native_residual,256,8,32,plain,32,2,64,8,8,3394305,3394305,3394305,0,2,500,0.001,2,True,10,16069427200
ns,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,256,8,32,plain,32,2,64,5,8,2192385,2192385,2192385,0,2,500,0.001,2,True,10,16069427200
ns,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,256,8,32,plain,32,2,64,5,8,2199041,2199041,2192385,6656,2,500,0.001,2,True,10,16069427200
ns,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,256,8,32,plain,32,2,64,5,8,2193409,2193409,2192385,1024,2,500,0.001,2,True,10,16069427200
ns,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,256,8,32,plain,32,2,64,6,8,2593025,2593025,2593025,0,2,500,0.001,2,True,10,16069427200
ns,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,256,8,32,plain,32,2,64,6,8,2597633,2597633,2593025,4608,2,500,0.001,2,True,10,16069427200
